         788351 function calls (782314 primitive calls) in 19.808 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/ma/core.py:6700(_extrema_operation)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/ma/core.py:195(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pathlib.py:423(_PathParents)
        1    0.000    0.000    0.000    0.000 /home/pi/Lightshow/git/pixil_utils/debug.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/lib/_iotools.py:133(LineSplitter)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/ma/core.py:806(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
        6    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/ma/core.py:846(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/_machar.py:17(MachAr)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/threading.py:273(_release_save)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/multiprocessing/context.py:276(ForkProcess)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/urllib/parse.py:820(_Quoter)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/_type_aliases.py:92(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/argparse.py:1650(_ArgumentGroup)
        1    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/threading.py:544(Event)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pathlib.py:48(_Flavour)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/logging/__init__.py:1237(_StderrHandler)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/argparse.py:1692(_MutuallyExclusiveGroup)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/_globals.py:86(__repr__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/datetime.py:1223(tzinfo)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/lib/npyio.py:42(BagObj)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/logging/__init__.py:2213(NullHandler)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/typing.py:877(__hash__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/ctypeslib.py:212(_concrete_ndptr)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/threading.py:410(Semaphore)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/lib/index_tricks.py:306(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pathlib.py:52(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/json/encoder.py:105(__init__)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/ma/core.py:6509(__has_singleton)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/multiprocessing/context.py:237(get_context)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/lib/_datasource.py:99(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method posix._path_normpath}
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.11/signal.py:48(_wraps)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/multiprocessing/connection.py:578(SocketListener)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/multiprocessing/context.py:295(ForkServerProcess)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pickle.py:263(_Unframer)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ipaddress.py:2222(IPv6Network)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/lib/index_tricks.py:570(ndenumerate)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/lib/index_tricks.py:619(ndindex)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/TiffTags.py:23(TagInfo)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/multiprocessing/process.py:364(_ParentProcess)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/threading.py:1446(current_thread)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/ma/core.py:6809(_frommethod)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/multiprocessing/synchronize.py:321(Event)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ctypes/_endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/logging/__init__.py:1323(disable)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/urllib/parse.py:190(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/queue.py:223(PriorityQueue)
        1    0.000    0.000    0.000    0.000 {built-in method posix.confstr}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/argparse.py:118(_AttributeHolder)
        1    0.000    0.000    0.000    0.000 /home/pi/Lightshow/git/rgb_matrix_lib/text_renderer.py:11(TextBounds)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/__future__.py:81(_Feature)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/ma/extras.py:214(_fromnxfunction)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/selectors.py:433(PollSelector)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/records.py:87(format_parser)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ctypes/__init__.py:156(py_object)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/compat/py3k.py:84(contextlib_nullcontext)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/_ufunc_config.py:367(errstate)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/ma/core.py:903(_MaskedUnaryOperation)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/queue.py:242(LifoQueue)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/arrayprint.py:1304(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pathlib.py:301(_Selector)
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 {method 'difference_update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/argparse.py:795(Action)
        2    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/ma/core.py:3417(shape)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.11/datetime.py:545(_check_tzinfo_arg)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/ma/core.py:194(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/argparse.py:1265(FileType)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/_compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/lib/_datasource.py:74(_FileOpeners)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/lib/index_tricks.py:110(nd_grid)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/lib/utils.py:126(_Deprecate)
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:52(normcase)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/threading.py:276(_acquire_restore)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/ma/core.py:797(_DomainCheckInterval)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/urllib/parse.py:220(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/logging/__init__.py:753(Filter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/argparse.py:1320(Namespace)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/_exceptions.py:38(_UFuncBinaryResolutionError)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/logging/__init__.py:1786(RootLogger)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/_globals.py:60(_NoValueType)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/argparse.py:929(_StoreAction)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/lib/index_tricks.py:145(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pathlib.py:379(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/logging/__init__.py:428(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/threading.py:1199(daemon)
        1    0.000    0.000    0.000    0.000 /home/pi/Lightshow/git/pixil_utils/file_manager.py:12(PixilFileManager)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/lib/index_tricks.py:718(IndexExpression)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/json/decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/lib/index_tricks.py:212(MGridClass)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/threading.py:1370(Timer)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/ma/core.py:1125(_DomainedBinaryOperation)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/traceback.py:615(_ExceptionPrintContext)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ctypes/__init__.py:101(CFunctionType)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/multiprocessing/connection.py:764(ConnectionWrapper)
        1    0.000    0.000    0.000    0.000 /home/pi/Lightshow/git/rgb_matrix_lib/drawing_objects.py:15(Region)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/threading.py:498(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 /home/pi/Lightshow/git/Pixil.py:142(SpriteContext)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/traceback.py:90(_Sentinel)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/arrayprint.py:1245(ComplexFloatingFormat)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/threading.py:1421(_DummyThread)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/logging/__init__.py:1261(PlaceHolder)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/ma/core.py:867(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pathlib.py:332(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/_pytesttester.py:46(PytestTester)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/multiprocessing/context.py:310(ForkServerContext)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/argparse.py:1021(_AppendAction)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/threading.py:1001(_set_ident)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/lib/stride_tricks.py:15(DummyArray)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/urllib/parse.py:136(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/argparse.py:1128(_VersionAction)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/ma/core.py:840(_DomainSafeDivide)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.11/multiprocessing/context.py:197(get_start_method)
        4    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/argparse.py:1109(_HelpAction)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ctypes/__init__.py:370(_FuncPtr)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/_exceptions.py:54(_UFuncNoLoopError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/multiprocessing/context.py:233(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ctypes/__init__.py:440(__init__)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.11/multiprocessing/process.py:37(current_process)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/argparse.py:216(_Section)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/_exceptions.py:132(AxisError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/multiprocessing/util.py:385(ForkAwareLocal)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/multiprocessing/synchronize.py:123(Semaphore)
        1    0.000    0.000    0.000    0.000 <frozen codecs>:260(__init__)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:315(__subclasshook__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/_exceptions.py:32(UFuncTypeError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/logging/__init__.py:1267(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/lib/index_tricks.py:762(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/argparse.py:964(_StoreConstAction)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/argparse.py:1059(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/ma/core.py:822(_DomainTan)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.get_frozen_object}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/_exceptions.py:99(_UFuncOutputCastingError)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/arrayprint.py:493(_recursive_guard)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/argparse.py:732(MetavarTypeHelpFormatter)
        1    0.000    0.000    0.000    0.000 /home/pi/Lightshow/git/shared/command_queue.py:18(set_pause_callbacks)
        4    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/argparse.py:1086(_CountAction)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.11/multiprocessing/context.py:187(get_context)
        4    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        3    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/argparse.py:766(ArgumentError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pathlib.py:793(is_absolute)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/ma/core.py:877(_DomainGreaterEqual)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pathlib.py:93(join_parsed_parts)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/ImageMode.py:22(ModeDescriptor)
        1    0.000    0.000    0.000    0.000 /home/pi/Lightshow/git/Pixil.py:144(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/ma/extras.py:264(_fromnxfunction_single)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ctypes/__init__.py:399(PyDLL)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/lib/index_tricks.py:436(RClass)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/ma/core.py:893(_MaskedUFunc)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/arrayprint.py:1278(_TimelikeFormat)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pathlib.py:348(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/urllib/parse.py:323(DefragResult)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_typeDict}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/argparse.py:987(_StoreTrueAction)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/lib/index_tricks.py:538(CClass)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/multiprocessing/reduction.py:211(_C)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/ma/core.py:883(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pathlib.py:1399(WindowsPath)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/_util.py:14(DeferredError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pathlib.py:835(PurePosixPath)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/urllib/parse.py:144(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/ma/extras.py:1549(mr_class)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/_internal.py:243(c_void_p)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/numerictypes.py:424(_typedict)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/argparse.py:703(ArgumentDefaultsHelpFormatter)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/lib/index_tricks.py:264(OGridClass)
        2    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/polynomial/polyutils.py:47(RankWarning)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/arrayprint.py:1235(BoolFormat)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/ImageFont.py:60(_ImagingFtNotInstalled)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pathlib.py:326(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/argparse.py:1156(_ChoicesPseudoAction)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ipaddress.py:20(AddressValueError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/argparse.py:1004(_StoreFalseAction)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/ma/core.py:2378(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ctypes/__init__.py:256(c_wchar_p)
        1    0.000    0.000    0.000    0.000 {built-in method numpy._set_promotion_state}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/urllib/parse.py:336(ParseResult)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/urllib/parse.py:350(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/ma/extras.py:295(_fromnxfunction_args)
        2    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/arrayprint.py:1222(IntegerFormat)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/urllib/parse.py:331(SplitResult)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/queue.py:23(Full)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/copyreg.py:22(constructor)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/multiprocessing/connection.py:786(XmlListener)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/arrayprint.py:1341(SubArrayFormat)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/multiprocessing/synchronize.py:159(Lock)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/ma/core.py:84(MaskedArrayFutureWarning)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/_exceptions.py:72(_UFuncCastingError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pathlib.py:845(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/subprocess.py:123(SubprocessError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/multiprocessing/context.py:302(ForkContext)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/multiprocessing/synchronize.py:142(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/argparse.py:1254(_ExtendAction)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/urllib/parse.py:355(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/_ufunc_config.py:360(_unspecified)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/urllib/parse.py:342(DefragResultBytes)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/argparse.py:692(RawTextHelpFormatter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ipaddress.py:1131(_BaseConstants)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/shutil.py:64(SameFileError)
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pickle.py:97(_Stop)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/lib/polynomial.py:28(RankWarning)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/ma/extras.py:282(_fromnxfunction_seq)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/numeric.py:61(ComplexWarning)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/multiprocessing/process.py:349(AuthenticationString)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pathlib.py:1392(PosixPath)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/Image.py:2844(ImagePointHandler)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/argparse.py:681(RawDescriptionHelpFormatter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/arrayprint.py:1336(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/linalg/linalg.py:44(LinAlgError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/multiprocessing/synchronize.py:184(RLock)
        1    0.000    0.000    0.000    0.000 /home/pi/Lightshow/git/rgb_matrix_lib/fonts.py:7(FontError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ctypes/__init__.py:240(c_char_p)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/__init__.py:75(UnidentifiedImageError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/socket.py:211(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/multiprocessing/util.py:108(_platform_supports_abstract_sockets)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/shutil.py:81(_GiveupOnFastCopy)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/threading.py:1400(_MainThread)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/multiprocessing/context.py:306(SpawnContext)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ctypes/__init__.py:177(c_ulong)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ctypes/__init__.py:165(c_short)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/threading.py:832(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/Image.py:85(DecompressionBombWarning)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/shutil.py:61(Error)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/ma/core.py:148(MAError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ctypes/__init__.py:186(c_int)
        2    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/lib/_iotools.py:437(ConversionWarning)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/_globals.py:33(ModuleDeprecationWarning)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/threading.py:568(is_set)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/shutil.py:71(ExecError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/shutil.py:67(SpecialFileError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ctypes/__init__.py:230(c_byte)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ctypes/_endian.py:55(BigEndianUnion)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ctypes/__init__.py:169(c_ushort)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/lib/_iotools.py:429(ConverterLockError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/ma/core.py:156(MaskError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ctypes/_endian.py:48(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ipaddress.py:24(NetmaskValueError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/Image.py:2853(ImageTransformHandler)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath._reload_guard}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ctypes/__init__.py:173(c_long)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pickle.py:73(PickleError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/_globals.py:47(VisibleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/lib/_iotools.py:421(ConverterError)
        1    0.000    0.000    0.000    0.000 /home/pi/Lightshow/git/shared/command_queue.py:23(reset_throttle)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/shutil.py:77(RegistryError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pickle.py:77(PicklingError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ctypes/_endian.py:34(_swapped_struct_meta)
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/ma/core.py:830(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ctypes/__init__.py:246(c_void_p)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/multiprocessing/context.py:14(ProcessError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/multiprocessing/context.py:17(BufferTooShort)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/shutil.py:74(ReadError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/_exceptions.py:118(TooHardError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/argparse.py:786(ArgumentTypeError)
